applicant_id,age,score,monthly_income,dti,late_payments,risk_grade,recommendation,age_group
A0914,59,942,6081.34,29.79,0,A,APPROVE,51-60
A0915,56,494,14060.59,8.1,0,D,REVIEW,51-60
A0916,36,840,10429.94,25.51,0,A,APPROVE,31-40
A0917,46,512,15923.95,18.73,2,C,REVIEW,41-50
A0918,58,811,4221.21,18.14,3,A,APPROVE,51-60
A0919,49,381,13273.8,29.09,0,D,DENY,41-50
A0920,31,885,7012.47,17.89,4,A,APPROVE,31-40
A0921,60,563,17353.68,36.08,0,C,REVIEW,51-60
A0922,38,387,18710.9,7.83,3,D,DENY,31-40
A0923,60,768,19935.17,31.42,2,B,APPROVE,51-60
A0924,43,742,16328.13,37.37,0,B,APPROVE,41-50
A0925,47,795,15567.21,31.91,0,B,APPROVE,41-50
A0926,65,863,5879.01,24.89,4,A,APPROVE,61-70
A0927,46,747,8048.13,43.01,4,B,APPROVE,41-50
A0928,38,924,10382.29,17.0,0,A,APPROVE,31-40
A0929,34,607,15920.86,5.77,0,C,REVIEW,31-40
A0930,41,817,18469.39,22.28,4,A,APPROVE,41-50
A0931,46,613,5404.5,6.32,3,C,REVIEW,41-50
A0932,25,541,18602.61,43.16,1,C,REVIEW,18-30
A0933,31,419,14521.24,13.4,1,D,REVIEW,31-40
A0934,24,362,12993.87,36.56,0,D,DENY,18-30
A0935,62,419,5597.14,35.98,4,D,REVIEW,61-70
A0936,66,469,2999.45,13.71,2,D,REVIEW,61-70
A0937,39,831,12232.37,29.85,2,A,APPROVE,31-40
A0938,68,599,13727.28,6.92,1,C,REVIEW,61-70
A0939,57,381,5794.07,24.34,3,D,DENY,51-60
A0940,68,817,12016.21,5.59,1,A,APPROVE,61-70
A0941,43,928,17416.88,41.85,0,A,APPROVE,41-50
A0942,55,404,17031.19,44.04,3,D,REVIEW,51-60
A0943,68,781,18692.39,13.89,2,B,APPROVE,61-70
A0944,29,755,8585.94,13.32,4,B,APPROVE,18-30
A0945,61,427,7724.89,35.15,4,D,REVIEW,61-70
A0946,65,895,15489.67,15.14,0,A,APPROVE,61-70
A0947,40,818,9760.02,40.8,1,A,APPROVE,31-40
A0948,63,795,3575.88,27.96,0,B,APPROVE,61-70
A0949,62,449,7090.42,19.03,4,D,REVIEW,61-70
A0950,58,640,9534.48,38.31,2,C,REVIEW,51-60
A0951,27,732,7265.3,24.74,4,B,APPROVE,18-30
A0952,47,395,7979.7,41.47,3,D,DENY,41-50
A0953,55,889,7287.97,42.12,4,A,APPROVE,51-60
A0954,66,718,2746.99,11.62,4,B,APPROVE,61-70
A0955,27,269,13467.7,5.09,3,E,DENY,18-30
A0956,58,838,12751.26,44.36,1,A,APPROVE,51-60
A0957,54,598,13760.9,41.25,4,C,REVIEW,51-60
A0958,43,871,5461.58,7.22,0,A,APPROVE,41-50
A0959,42,402,7321.78,38.32,4,D,REVIEW,41-50
A0960,27,347,13153.09,23.31,0,E,DENY,18-30
A0961,27,671,12793.3,15.36,3,B,APPROVE,18-30
A0962,69,854,11113.95,40.15,4,A,APPROVE,61-70
A0963,25,398,8307.44,12.87,3,D,DENY,18-30
A0964,51,625,18432.76,42.89,3,C,REVIEW,51-60
A0965,32,865,8115.86,13.22,1,A,APPROVE,31-40
A0966,51,691,10201.14,29.55,4,B,APPROVE,51-60
A0967,52,341,14206.05,13.92,0,E,DENY,51-60
A0968,45,512,11774.39,26.83,0,C,REVIEW,41-50
A0969,30,364,8243.95,32.36,4,D,DENY,18-30
A0970,24,513,9841.61,12.61,1,C,REVIEW,18-30
A0971,52,220,16300.65,25.84,1,E,DENY,51-60
A0972,61,281,7006.32,23.76,1,E,DENY,61-70
A0973,58,780,4560.59,7.84,0,B,APPROVE,51-60
A0974,57,330,7636.94,37.73,3,E,DENY,51-60
A0975,45,798,17291.62,18.43,1,B,APPROVE,41-50
A0976,52,929,3601.81,27.98,0,A,APPROVE,51-60
A0977,27,504,19850.53,25.59,0,C,REVIEW,18-30
A0978,23,570,11738.05,25.53,3,C,REVIEW,18-30
A0979,41,583,19727.22,9.29,4,C,REVIEW,41-50
A0980,49,644,18901.94,21.94,4,C,REVIEW,41-50
A0981,32,624,10150.65,23.09,1,C,REVIEW,31-40
A0982,25,360,5572.84,34.35,1,D,DENY,18-30
A0983,36,377,4967.93,38.6,3,D,DENY,31-40
A0984,27,828,6319.81,26.8,1,A,APPROVE,18-30
A0985,51,907,14782.39,8.47,3,A,APPROVE,51-60
A0986,59,689,6913.1,14.47,0,B,APPROVE,51-60
A0987,23,526,8145.65,11.6,1,C,REVIEW,18-30
A0988,36,797,10078.02,9.98,0,B,APPROVE,31-40
A0989,32,488,18438.19,19.64,2,D,REVIEW,31-40
A0990,29,792,5409.08,14.18,3,B,APPROVE,18-30
A0991,47,863,2090.48,13.73,2,A,APPROVE,41-50
A0992,66,772,3081.74,7.19,1,B,APPROVE,61-70
A0993,65,772,18285.79,5.71,0,B,APPROVE,61-70
A0994,26,553,13655.3,9.11,1,C,REVIEW,18-30
A0995,27,227,6914.73,11.89,2,E,DENY,18-30
A0996,47,242,5189.47,22.24,1,E,DENY,41-50
A0997,25,880,7296.8,25.42,4,A,APPROVE,18-30
A0998,40,622,4066.34,10.62,2,C,REVIEW,31-40
A0999,41,797,18947.59,21.99,1,B,APPROVE,41-50
A1000,54,376,16115.71,18.67,0,D,DENY,51-60
A1001,41,728,10323.04,12.34,1,B,APPROVE,41-50
A1002,33,809,17569.33,5.27,0,A,APPROVE,31-40
A1003,68,693,6490.25,23.68,4,B,APPROVE,61-70
A1004,22,397,14908.17,32.43,1,D,DENY,18-30
A1005,47,809,17410.38,14.05,4,A,APPROVE,41-50
A1006,35,776,8421.84,10.27,2,B,APPROVE,31-40
A1007,59,716,15634.36,40.48,0,B,APPROVE,51-60
A1008,58,713,7311.3,16.0,2,B,APPROVE,51-60
A1009,32,221,7379.43,13.94,0,E,DENY,31-40
A1010,57,311,3927.03,39.28,4,E,DENY,51-60
A1011,34,256,9921.04,37.68,3,E,DENY,31-40
A1012,64,265,15134.81,22.93,1,E,DENY,61-70
A1013,24,297,18923.97,24.57,4,E,DENY,18-30
A1014,54,343,12868.35,13.71,0,E,DENY,51-60
A1015,27,634,17536.44,8.13,0,C,REVIEW,18-30
A1016,31,836,16804.9,27.94,0,A,APPROVE,31-40
A1017,26,878,5120.17,8.93,0,A,APPROVE,18-30
A1018,44,285,10744.71,22.97,1,E,DENY,41-50
A1019,31,787,4104.62,42.62,2,B,APPROVE,31-40
A1020,65,543,14278.76,43.11,3,C,REVIEW,61-70
A1021,23,493,19098.19,14.57,1,D,REVIEW,18-30
A1022,34,770,4467.61,29.96,0,B,APPROVE,31-40
A1023,61,849,15209.9,23.96,1,A,APPROVE,61-70
A1024,23,810,13380.29,40.03,4,A,APPROVE,18-30
A1025,41,903,12504.89,15.86,0,A,APPROVE,41-50
A1026,22,442,9022.16,5.15,3,D,REVIEW,18-30
A1027,58,760,8392.37,11.5,0,B,APPROVE,51-60
A1028,30,231,2814.49,18.98,3,E,DENY,18-30
A1029,38,590,5922.36,17.63,3,C,REVIEW,31-40
A1030,30,476,2273.18,36.65,2,D,REVIEW,18-30
A1031,32,731,12465.51,32.22,2,B,APPROVE,31-40
A1032,36,353,3905.36,16.98,1,D,DENY,31-40
A1033,45,582,17714.35,23.31,1,C,REVIEW,41-50
A1034,59,267,11416.57,8.82,3,E,DENY,51-60
A1035,56,413,14594.42,40.93,0,D,REVIEW,51-60
A1036,51,854,9395.43,42.42,4,A,APPROVE,51-60
A1037,52,575,12090.44,44.19,4,C,REVIEW,51-60
A1038,26,943,18967.87,39.74,0,A,APPROVE,18-30
A1039,65,412,3489.21,11.96,0,D,REVIEW,61-70
A1040,35,278,6570.88,6.85,2,E,DENY,31-40
A1041,32,925,16039.79,28.18,4,A,APPROVE,31-40
A1042,30,827,3777.27,41.5,3,A,APPROVE,18-30
A1043,55,803,3361.9,12.09,1,A,APPROVE,51-60
A1044,33,580,8507.75,5.28,2,C,REVIEW,31-40
A1045,56,879,3659.02,37.22,4,A,APPROVE,51-60
A1046,56,257,12531.41,8.07,0,E,DENY,51-60
A1047,22,225,6072.95,21.55,4,E,DENY,18-30
A1048,61,646,18122.56,32.16,3,C,REVIEW,61-70
A1049,43,265,16103.0,14.47,2,E,DENY,41-50
A1050,50,453,14594.69,8.36,0,D,REVIEW,41-50
A1051,29,243,13104.99,35.8,3,E,DENY,18-30
A1052,32,296,17542.38,30.21,1,E,DENY,31-40
A1053,62,753,6015.12,44.54,2,B,APPROVE,61-70
A1054,58,426,17715.96,18.77,3,D,REVIEW,51-60
A1055,35,878,16210.86,7.47,3,A,APPROVE,31-40
A1056,51,635,15466.89,34.37,0,C,REVIEW,51-60
A1057,56,800,12102.6,25.87,1,A,APPROVE,51-60
A1058,42,578,6432.39,13.53,3,C,REVIEW,41-50
A1059,58,377,9623.86,36.27,2,D,DENY,51-60
A1060,26,626,16284.27,13.15,3,C,REVIEW,18-30
A1061,40,908,2572.01,15.43,4,A,APPROVE,31-40
A1062,35,506,16076.91,8.7,2,C,REVIEW,31-40
A1063,47,703,6321.27,20.98,2,B,APPROVE,41-50
A1064,25,467,4597.57,21.76,3,D,REVIEW,18-30
A1065,46,785,4082.62,25.58,0,B,APPROVE,41-50
A1066,66,207,2490.5,33.36,2,E,DENY,61-70
A1067,63,707,11424.56,41.24,4,B,APPROVE,61-70
A1068,46,675,5928.68,10.51,0,B,APPROVE,41-50
A1069,39,496,19809.77,7.17,0,D,REVIEW,31-40
A1070,61,363,12339.86,5.74,0,D,DENY,61-70
A1071,29,684,4481.93,10.74,2,B,APPROVE,18-30
A1072,60,796,14397.73,31.32,0,B,APPROVE,51-60
A1073,61,271,18159.38,34.1,3,E,DENY,61-70
A1074,35,766,15413.23,36.46,0,B,APPROVE,31-40
A1075,53,758,3375.92,14.75,4,B,APPROVE,51-60
A1076,59,437,18125.92,17.24,1,D,REVIEW,51-60
A1077,54,303,16290.73,24.33,4,E,DENY,51-60
A1078,44,409,4849.47,7.53,2,D,REVIEW,41-50
A1079,36,753,2932.15,29.45,0,B,APPROVE,31-40
A1080,54,667,12031.59,44.35,0,B,APPROVE,51-60
A1081,46,653,4808.64,19.43,3,B,APPROVE,41-50
A1082,38,467,17022.64,35.11,0,D,REVIEW,31-40
A1083,54,585,8450.02,25.0,4,C,REVIEW,51-60
A1084,68,586,18432.06,10.11,2,C,REVIEW,61-70
A1085,23,458,12182.39,28.29,1,D,REVIEW,18-30
A1086,35,482,5288.1,16.99,0,D,REVIEW,31-40
A1087,61,825,4512.78,6.38,1,A,APPROVE,61-70
A1088,61,239,12376.5,30.4,0,E,DENY,61-70
A1089,60,685,15713.91,39.36,2,B,APPROVE,51-60
A1090,27,419,16067.1,18.79,4,D,REVIEW,18-30
A1091,27,328,6963.63,20.61,2,E,DENY,18-30
A1092,24,719,5676.44,40.64,1,B,APPROVE,18-30
A1093,28,812,2301.61,37.54,0,A,APPROVE,18-30
A1094,29,887,14225.58,33.6,1,A,APPROVE,18-30
A1095,63,818,3378.23,14.95,4,A,APPROVE,61-70
A1096,36,812,9573.7,41.41,2,A,APPROVE,31-40
A1097,68,459,12830.28,11.18,1,D,REVIEW,61-70
A1098,50,565,18867.96,30.07,1,C,REVIEW,41-50
A1099,54,743,7612.44,6.15,4,B,APPROVE,51-60
A1100,51,848,6495.9,30.75,0,A,APPROVE,51-60
A1101,60,723,13774.88,16.09,1,B,APPROVE,51-60
A1102,48,215,13146.3,22.99,4,E,DENY,41-50
A1103,57,328,7977.98,18.81,0,E,DENY,51-60
A1104,50,774,18705.83,11.91,0,B,APPROVE,41-50
A1105,59,308,17207.52,29.88,2,E,DENY,51-60
A1106,54,732,6031.69,40.28,4,B,APPROVE,51-60
A1107,58,869,6304.57,43.36,0,A,APPROVE,51-60
A1108,48,468,11221.41,12.69,2,D,REVIEW,41-50
A1109,54,361,15924.3,33.69,3,D,DENY,51-60
A1110,25,459,2792.73,31.57,4,D,REVIEW,18-30
A1111,43,301,14480.03,18.74,3,E,DENY,41-50
A1112,23,705,13668.25,5.76,0,B,APPROVE,18-30
A1113,31,934,6166.64,32.59,4,A,APPROVE,31-40
A1114,26,770,14264.35,42.82,2,B,APPROVE,18-30
A1115,31,446,18923.3,30.28,0,D,REVIEW,31-40
A1116,54,839,2842.15,22.41,4,A,APPROVE,51-60
A1117,59,736,7753.74,26.01,4,B,APPROVE,51-60
A1118,34,330,9887.18,12.99,3,E,DENY,31-40
A1119,52,552,18186.69,35.02,0,C,REVIEW,51-60
A1120,68,395,19320.71,34.86,2,D,DENY,61-70
A1121,57,865,9994.07,10.82,2,A,APPROVE,51-60
A1122,66,581,15500.51,40.12,0,C,REVIEW,61-70
A1123,45,844,11569.9,15.77,0,A,APPROVE,41-50
A1124,36,426,11680.09,44.29,1,D,REVIEW,31-40
A1125,50,900,7005.79,20.32,3,A,APPROVE,41-50
A1126,29,675,5905.21,12.12,0,B,APPROVE,18-30
A1127,26,676,7184.1,19.07,0,B,APPROVE,18-30
A1128,50,464,12013.9,22.61,1,D,REVIEW,41-50
A1129,68,571,2524.79,7.77,1,C,REVIEW,61-70
A1130,25,685,18330.48,28.13,4,B,APPROVE,18-30
A1131,33,633,4813.11,28.91,2,C,REVIEW,31-40
A1132,66,845,5961.6,34.56,3,A,APPROVE,61-70
A1133,23,410,11328.97,6.17,4,D,REVIEW,18-30
A1134,48,771,14782.07,26.65,0,B,APPROVE,41-50
A1135,52,576,3723.12,7.12,1,C,REVIEW,51-60
A1136,57,594,7718.5,33.05,2,C,REVIEW,51-60
A1137,57,649,19436.14,7.23,4,C,REVIEW,51-60
A1138,47,563,6722.17,41.47,2,C,REVIEW,41-50
A1139,64,656,7634.9,33.08,1,B,APPROVE,61-70
A1140,48,924,17056.97,25.3,4,A,APPROVE,41-50
A1141,26,927,2903.86,22.66,4,A,APPROVE,18-30
A1142,41,425,10363.04,10.23,2,D,REVIEW,41-50
A1143,32,330,8833.1,16.64,1,E,DENY,31-40
A1144,31,787,7698.56,39.76,0,B,APPROVE,31-40
A1145,61,675,7142.59,41.18,4,B,APPROVE,61-70
A1146,59,476,3644.73,5.03,0,D,REVIEW,51-60
A1147,27,355,7666.86,28.77,1,D,DENY,18-30
A1148,29,417,2774.94,33.77,4,D,REVIEW,18-30
A1149,44,389,16057.35,29.75,4,D,DENY,41-50
A1150,68,616,9168.1,8.27,0,C,REVIEW,61-70
A1151,47,874,9990.27,13.71,3,A,APPROVE,41-50
A1152,67,891,18084.7,15.01,0,A,APPROVE,61-70
A1153,64,745,13844.99,38.27,0,B,APPROVE,61-70
A1154,33,240,2145.06,23.53,3,E,DENY,31-40
A1155,47,506,18977.15,24.47,1,C,REVIEW,41-50
A1156,34,537,6268.6,42.4,1,C,REVIEW,31-40
A1157,61,513,3937.06,30.48,4,C,REVIEW,61-70
A1158,39,274,15826.31,40.95,2,E,DENY,31-40
A1159,46,478,11008.59,23.26,2,D,REVIEW,41-50
A1160,54,375,9807.87,10.98,4,D,DENY,51-60
A1161,68,861,6491.06,42.2,2,A,APPROVE,61-70
A1162,61,472,11854.49,23.35,0,D,REVIEW,61-70
A1163,64,819,6938.92,12.27,0,A,APPROVE,61-70
A1164,33,850,18228.49,17.1,3,A,APPROVE,31-40
A1165,65,488,5873.68,7.03,3,D,REVIEW,61-70
A1166,57,923,17918.39,23.73,4,A,APPROVE,51-60
A1167,69,471,12069.3,39.13,4,D,REVIEW,61-70
A1168,25,265,16912.79,42.34,4,E,DENY,18-30
A1169,26,682,14831.23,42.3,0,B,APPROVE,18-30
A1170,58,447,14540.51,10.01,2,D,REVIEW,51-60
A1171,29,355,7838.22,20.28,4,D,DENY,18-30
A1172,63,246,6210.14,6.13,4,E,DENY,61-70
A1173,49,653,5795.95,39.21,0,B,APPROVE,41-50
A1174,52,400,17429.45,19.35,0,D,REVIEW,51-60
A1175,30,859,16767.68,30.24,0,A,APPROVE,18-30
A1176,50,323,9930.32,33.6,2,E,DENY,41-50
A1177,35,200,4383.28,22.19,4,E,DENY,31-40
A1178,61,839,8880.54,17.26,1,A,APPROVE,61-70
A1179,62,390,13148.18,43.49,1,D,DENY,61-70
A1180,43,778,10179.26,43.58,4,B,APPROVE,41-50
A1181,32,715,16043.41,16.58,4,B,APPROVE,31-40
A1182,44,641,19957.21,24.19,4,C,REVIEW,41-50
A1183,22,342,5440.38,43.91,4,E,DENY,18-30
A1184,67,390,10273.71,5.19,2,D,DENY,61-70
A1185,58,732,9757.71,21.51,1,B,APPROVE,51-60
A1186,42,426,7480.87,9.02,3,D,REVIEW,41-50
A1187,47,512,5565.72,25.37,1,C,REVIEW,41-50
A1188,67,828,3182.46,5.99,1,A,APPROVE,61-70
A1189,57,501,17968.15,21.28,0,C,REVIEW,51-60
A1190,44,853,9557.28,13.83,4,A,APPROVE,41-50
A1191,22,659,10944.12,26.33,4,B,APPROVE,18-30
A1192,61,600,18504.96,44.84,4,C,REVIEW,61-70
A1193,36,750,15973.23,37.02,0,B,APPROVE,31-40
A1194,42,592,4349.02,38.83,2,C,REVIEW,41-50
A1195,68,406,12177.56,30.41,2,D,REVIEW,61-70
A1196,30,409,9960.54,6.66,3,D,REVIEW,18-30
A1197,30,314,16349.8,13.27,2,E,DENY,18-30
A1198,31,936,15036.19,42.0,2,A,APPROVE,31-40
A1199,47,845,14427.3,19.64,4,A,APPROVE,41-50
A1200,62,450,8129.81,9.15,1,D,REVIEW,61-70
A1201,56,418,16489.35,33.1,2,D,REVIEW,51-60
A1202,46,606,2943.04,16.98,2,C,REVIEW,41-50
A1203,47,642,4873.25,15.75,0,C,REVIEW,41-50
A1204,32,802,8041.22,44.92,3,A,APPROVE,31-40
A1205,59,553,3382.53,39.33,0,C,REVIEW,51-60
A1206,23,757,6229.9,21.32,4,B,APPROVE,18-30
A1207,28,749,16942.72,44.21,1,B,APPROVE,18-30
A1208,39,341,19068.53,31.0,3,E,DENY,31-40
A1209,48,811,7482.84,34.68,0,A,APPROVE,41-50
A1210,55,700,6761.28,6.26,2,B,APPROVE,51-60
A1211,48,901,7038.07,9.86,2,A,APPROVE,41-50
A1212,38,746,6998.94,30.32,3,B,APPROVE,31-40
A1213,64,858,2646.74,40.96,2,A,APPROVE,61-70
A1214,65,741,18684.49,29.95,0,B,APPROVE,61-70
A1215,45,706,5846.57,10.36,0,B,APPROVE,41-50
A1216,46,795,9560.07,9.63,2,B,APPROVE,41-50
A1217,28,480,2174.36,38.77,2,D,REVIEW,18-30
A1218,27,623,17443.19,10.57,4,C,REVIEW,18-30
A1219,45,469,15160.83,25.81,1,D,REVIEW,41-50
A1220,54,353,19041.61,6.48,3,D,DENY,51-60
A1221,50,813,16069.08,8.23,0,A,APPROVE,41-50
A1222,64,926,7646.72,31.89,3,A,APPROVE,61-70
A1223,43,861,6461.72,32.57,4,A,APPROVE,41-50
A1224,47,282,14558.89,18.66,0,E,DENY,41-50
A1225,49,821,8554.03,13.62,4,A,APPROVE,41-50
A1226,42,625,12191.87,37.55,4,C,REVIEW,41-50
A1227,28,474,2112.63,13.68,2,D,REVIEW,18-30
A1228,38,912,3113.94,26.68,3,A,APPROVE,31-40
A1229,41,483,11636.62,43.73,3,D,REVIEW,41-50
A1230,62,372,12189.29,10.91,2,D,DENY,61-70
A1231,41,526,15526.15,42.64,3,C,REVIEW,41-50
A1232,43,917,4375.38,12.32,2,A,APPROVE,41-50
A1233,49,262,11237.3,27.7,0,E,DENY,41-50
A1234,61,272,5500.06,20.08,4,E,DENY,61-70
A1235,28,835,3677.53,43.6,4,A,APPROVE,18-30
A1236,22,574,9388.92,15.94,3,C,REVIEW,18-30
A1237,53,832,4940.06,20.99,1,A,APPROVE,51-60
A1238,34,707,5992.08,44.31,4,B,APPROVE,31-40
A1239,51,597,7715.98,26.46,2,C,REVIEW,51-60
A1240,44,319,6668.99,25.11,1,E,DENY,41-50
A1241,40,636,3576.64,15.31,1,C,REVIEW,31-40
A1242,53,875,3618.49,33.05,4,A,APPROVE,51-60
A1243,51,664,5478.49,5.57,4,B,APPROVE,51-60
A1244,50,485,2910.07,6.98,4,D,REVIEW,41-50
A1245,66,464,13276.23,28.97,2,D,REVIEW,61-70
A1246,50,519,7171.88,18.67,1,C,REVIEW,41-50
A1247,51,872,7035.43,43.13,3,A,APPROVE,51-60
A1248,37,575,7975.97,41.13,2,C,REVIEW,31-40
A1249,61,288,13930.33,33.55,0,E,DENY,61-70
A1250,40,853,17671.41,37.73,4,A,APPROVE,31-40
A1251,39,402,15663.56,31.69,1,D,REVIEW,31-40
A1252,22,938,15095.53,10.02,2,A,APPROVE,18-30
A1253,35,533,10719.04,35.62,0,C,REVIEW,31-40
A1254,68,421,14488.5,13.41,2,D,REVIEW,61-70
A1255,23,240,11949.72,17.94,2,E,DENY,18-30
A1256,49,907,5892.51,37.77,3,A,APPROVE,41-50
A1257,51,267,5754.59,26.46,3,E,DENY,51-60
A1258,59,713,7335.06,39.4,2,B,APPROVE,51-60
A1259,25,836,18394.45,13.52,0,A,APPROVE,18-30
A1260,22,821,11853.47,29.31,1,A,APPROVE,18-30
A1261,29,797,15210.3,8.35,1,B,APPROVE,18-30
A1262,50,831,8238.06,30.72,4,A,APPROVE,41-50
A1263,60,326,9338.88,35.5,4,E,DENY,51-60
A1264,24,454,4260.18,28.4,1,D,REVIEW,18-30
A1265,53,894,5083.31,15.65,2,A,APPROVE,51-60
A1266,31,215,16892.42,6.25,2,E,DENY,31-40
A1267,31,676,12527.1,9.78,3,B,APPROVE,31-40
A1268,40,261,8075.58,29.89,3,E,DENY,31-40
A1269,67,631,16451.32,42.38,4,C,REVIEW,61-70
A1270,55,869,6437.36,13.26,1,A,APPROVE,51-60
A1271,54,467,19568.59,34.4,2,D,REVIEW,51-60
A1272,44,234,8206.72,39.66,1,E,DENY,41-50
A1273,49,775,8071.6,25.84,0,B,APPROVE,41-50
A1274,53,693,7614.41,31.77,1,B,APPROVE,51-60
A1275,28,761,4198.01,37.6,0,B,APPROVE,18-30
A1276,50,668,4000.47,15.43,3,B,APPROVE,41-50
A1277,29,860,13665.89,16.88,3,A,APPROVE,18-30
A1278,22,524,17752.12,5.03,4,C,REVIEW,18-30
A1279,24,503,16229.37,43.52,1,C,REVIEW,18-30
A1280,45,475,4539.94,41.7,1,D,REVIEW,41-50
A1281,44,883,11820.48,35.58,0,A,APPROVE,41-50
A1282,29,400,3900.65,8.16,3,D,REVIEW,18-30
A1283,68,644,2815.3,22.9,0,C,REVIEW,61-70
A1284,58,523,13814.95,9.08,3,C,REVIEW,51-60
A1285,24,234,11632.74,5.64,0,E,DENY,18-30
A1286,54,681,3476.43,29.65,3,B,APPROVE,51-60
A1287,49,927,2628.91,43.43,0,A,APPROVE,41-50
A1288,68,679,19815.62,41.11,3,B,APPROVE,61-70
A1289,29,264,2540.38,32.87,0,E,DENY,18-30
A1290,55,207,10001.51,8.87,1,E,DENY,51-60
A1291,56,500,11083.14,15.97,4,C,REVIEW,51-60
A1292,53,542,4111.04,17.8,0,C,REVIEW,51-60
A1293,45,630,5043.11,35.53,4,C,REVIEW,41-50
A1294,35,623,8332.49,37.09,1,C,REVIEW,31-40
A1295,53,531,15710.17,20.4,1,C,REVIEW,51-60
A1296,67,637,11127.48,21.72,3,C,REVIEW,61-70
A1297,64,787,13482.23,6.78,4,B,APPROVE,61-70
A1298,37,373,19733.14,16.57,2,D,DENY,31-40
A1299,25,758,15824.1,23.05,3,B,APPROVE,18-30
A1300,58,726,9818.51,9.68,4,B,APPROVE,51-60
A1301,42,858,10035.95,23.13,0,A,APPROVE,41-50
A1302,35,225,13137.9,39.13,0,E,DENY,31-40
A1303,52,804,13976.57,28.25,1,A,APPROVE,51-60
A1304,69,605,11012.8,8.16,2,C,REVIEW,61-70
A1305,39,431,13607.5,12.67,0,D,REVIEW,31-40
A1306,28,732,2423.58,23.98,4,B,APPROVE,18-30
A1307,31,749,9733.21,19.46,4,B,APPROVE,31-40
A1308,28,704,7020.89,19.35,0,B,APPROVE,18-30
A1309,54,868,4325.14,26.17,4,A,APPROVE,51-60
A1310,44,378,3791.84,28.38,4,D,DENY,41-50
A1311,42,331,12857.46,36.87,1,E,DENY,41-50
A1312,40,654,11424.81,18.64,2,B,APPROVE,31-40
A1313,69,547,6564.51,37.22,1,C,REVIEW,61-70
A1314,40,739,10477.1,18.54,2,B,APPROVE,31-40
A1315,57,605,10860.18,7.22,4,C,REVIEW,51-60
A1316,50,275,5510.16,27.17,2,E,DENY,41-50
A1317,39,778,13737.68,28.52,4,B,APPROVE,31-40
A1318,23,691,16056.55,42.38,4,B,APPROVE,18-30
A1319,22,393,16246.34,34.04,1,D,DENY,18-30
A1320,68,361,12844.46,41.71,1,D,DENY,61-70
A1321,26,546,11209.49,41.33,3,C,REVIEW,18-30
A1322,41,560,3098.13,29.18,0,C,REVIEW,41-50
A1323,32,783,7180.96,26.11,3,B,APPROVE,31-40
A1324,63,286,3678.89,27.3,3,E,DENY,61-70
A1325,23,461,19348.82,44.13,2,D,REVIEW,18-30
A1326,24,413,4431.44,35.93,4,D,REVIEW,18-30
A1327,44,864,4731.96,9.25,4,A,APPROVE,41-50
A1328,33,921,18012.38,36.14,4,A,APPROVE,31-40
A1329,41,772,18990.71,11.82,0,B,APPROVE,41-50
A1330,26,461,15784.92,22.89,2,D,REVIEW,18-30
A1331,58,929,2097.29,13.42,2,A,APPROVE,51-60
A1332,59,482,2024.23,32.58,4,D,REVIEW,51-60
A1333,51,847,8805.81,40.09,3,A,APPROVE,51-60
A1334,30,666,4581.12,16.61,0,B,APPROVE,18-30
A1335,55,579,2330.95,8.28,3,C,REVIEW,51-60
A1336,65,561,10353.2,16.94,1,C,REVIEW,61-70
A1337,56,648,18975.11,31.89,2,C,REVIEW,51-60
A1338,43,640,7828.75,18.15,2,C,REVIEW,41-50
A1339,65,292,13900.53,16.12,3,E,DENY,61-70
A1340,45,820,13740.24,12.38,0,A,APPROVE,41-50
A1341,38,623,6519.44,24.9,2,C,REVIEW,31-40
A1342,31,341,13707.65,16.04,3,E,DENY,31-40
A1343,51,490,5822.01,34.24,0,D,REVIEW,51-60
A1344,67,631,4196.13,8.06,3,C,REVIEW,61-70
A1345,44,948,14624.9,31.56,0,A,APPROVE,41-50
A1346,53,888,4041.93,14.5,4,A,APPROVE,51-60
A1347,38,852,19944.37,24.57,0,A,APPROVE,31-40
A1348,38,900,5302.14,16.44,1,A,APPROVE,31-40
A1349,35,248,12694.55,33.91,4,E,DENY,31-40
A1350,30,501,9404.74,42.81,3,C,REVIEW,18-30
A1351,61,389,4274.96,41.68,4,D,DENY,61-70
A1352,23,335,2501.19,28.34,4,E,DENY,18-30
A1353,66,754,13209.18,23.5,3,B,APPROVE,61-70
A1354,46,603,16521.64,37.73,3,C,REVIEW,41-50
A1355,60,801,17156.28,32.33,1,A,APPROVE,51-60
A1356,30,540,10688.84,12.34,3,C,REVIEW,18-30
A1357,43,903,15994.2,37.84,2,A,APPROVE,41-50
A1358,64,517,14111.25,22.16,2,C,REVIEW,61-70
A1359,67,817,15036.58,12.56,1,A,APPROVE,61-70
A1360,25,562,10866.78,16.27,0,C,REVIEW,18-30
A1361,47,581,13401.41,15.7,0,C,REVIEW,41-50
A1362,50,432,16499.47,25.77,2,D,REVIEW,41-50
A1363,66,543,9161.92,14.37,3,C,REVIEW,61-70
A1364,55,748,16507.62,9.94,1,B,APPROVE,51-60
A1365,44,752,12656.3,9.95,0,B,APPROVE,41-50
A1366,58,728,4986.22,28.33,0,B,APPROVE,51-60
A1367,32,770,2444.31,34.39,4,B,APPROVE,31-40
A1368,27,382,8529.56,17.86,2,D,DENY,18-30
A1369,39,240,11840.53,6.39,3,E,DENY,31-40
